Price,Address,Description,Bed_Bath,Lease_Type,Room_Info,Gender,Scraped_At
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
$700 / Month,"280 Phillip St, Waterloo",Reduced Price Fenwick Apartment WCRI,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 2)Male Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:58:15
$800 / Month,"130 Columbia St W, Waterloo",1 bedroom spring sublet (may-august),,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 2)Coed,,,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:58:15
$500 / Month,"208 Sunview St, Waterloo",1 Bedroom Spring Sublet (Early Move in Available!) ...,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
$650 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:58:15
$900 / Month,"330 Phillip St, Waterloo",Icon Ensuite Available - North Tower - 15th Floor ...,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:58:15
$600 / Month,"35 Columbia St W, Waterloo",Cozy Fully Furnished Room Available May-August ...,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
$399 / Month,"203 Lester St, Waterloo",1 Bedroom Available Spring Sublet (May-August) ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:58:15
$685 / Month,"167 King St N, Waterloo","Spacious 1 room apartment, great location",,Fall Lease,1 of 5 rooms,Male Only,2025-08-02 18:58:15
$500 / Month,"62 University Ave E, Waterloo",Private Nice Bedroom Available for Sublease,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
$600 / Month,,"303 Westcourt Pl, Waterloo",,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:58:15
$950 / Month,"254 Phillip St, Waterloo",1 Bed 1 Bath in Rez One Fergus,1 Bed 1 Bath,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:58:15
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:58:15
$900 / Month,"339 King St N, Waterloo",Spacious bedroom with ensuite at 339 king st,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:58:15
